,0
"107 Merrimac St,Boston, MA 02114,",0.7394129827768249 -1.2402495144251096
"8 Park Plz,Boston, MA 02116,",0.7391993710570087 -1.2403245077324097
"100 William T Morrissey Blvd,Dorchester, MA 02125,",0.7385163207462775 -1.2398442193021992
"944 Bennington Street,East Boston, MA 02128,",0.7398014468170937 -1.2393269447271456
"1208 Dorchester Ave,Dorchester, MA 02125,",0.7384600321325714 -1.2401656592085328
"885 Cummins Hwy,Mattapan, MA 02126,",0.7377433772524222 -1.2408313426205424
"500 Terminal E,Boston Logan Int'l Airport,East Boston, MA 02128,",0.7395184102629563 -1.2394961500348034
"100 Washington Street,Dorchester, MA 02121,",0.7384022207190929 -1.2405631047131325
"1 Maverick Square,Boston, MA 02128,",0.7394986287012142 -1.2398478347517448
"280 West Broadway Street,South Boston, MA 02127,",0.7389823062032672 -1.2400493548305032
"1 HARBORSIDE DR,Terminal C,Boston, MA 02128,",0.7394248867949882 -1.2395328312757141
"128 Tremont Street,Boston, MA 02108,",0.7392826747495419 -1.2402404989268583
"210 Brighton Ave,Allston, MA 02134,",0.7392234173307781 -1.241514160802483
"1610 Vfw Parkway,West Roxbury, MA 02132,",0.737701074834677 -1.2420904851021195
"4594 Washington Street,Roslindale, MA 02131,",0.7378778164740447 -1.241590791228621
"Main Food Court - Terminal E,Boston Logan Intl Airport,Boston, MA 02128,",0.739521260729603 -1.2394913290914311
"1282 Hyde Park Ave,Hyde Park, MA 02136,",0.7375177829746263 -1.24132616178944
"3492 Washington St,Jamaica Plain, MA 02130,",0.7384083686413832 -1.241035985965997
"224 Columbia Rd,Dorchester, MA 02121,",0.7384285559921764 -1.240492957312501
"145 Dartmouth St,Back Bay Station,Boston, MA 02116,",0.7391254415278881 -1.240473702840193
"1357 Washington St,Boston, MA 02118,",0.7390260956415352 -1.2403698225884434
"1420 Tremont St,Roxbury Crossing, MA 02120,",0.738848408033713 -1.2408359581437491
"160 Commonwealth Ave,Boston, MA 02116,",0.739193054710446 -1.2405329140077315
"380 Warren St,Roxbury, MA 02119,",0.7386121820827786 -1.2405885097257245
"1346 Boylston St,Boston, MA 02215,",0.7390676676389886 -1.2408917484659538
"669 Boylston St,Boston, MA 02116,",0.7391674550936421 -1.2405349604062796
"215 Charles St,The Liberty Hotel,Boston, MA 02114,",0.739378085791096 -1.2403898676949028
"254 Bennington St,Boston, MA 02128,",0.7396686787482298 -1.239672849786269
"44 Maverick Sq,Boston, MA 02128,",0.739522113851629 -1.2398434976085537
"1010 Massachusetts Ave,Boston, MA 02118,",0.7387816430811718 -1.2403371735867912
"26 Temple Pl,Boston, MA 02111,",0.7392634359851972 -1.2402446152858997
"300 Summer St Bsmt,Boston, MA 02210,",0.7391709370254999 -1.2400190751133104
"472 Commonwealth Ave,Boston, MA 02215,",0.7391467563613782 -1.2407950223188082
"8 City Hall Ave,Boston, MA 02108,",0.7393470739082818 -1.2401641241914558
"654 Centre St,Jamaica Plain, MA 02130,",0.7385271862935358 -1.24114851432419
"125 Harvard Ave,Allston, MA 02134,",0.7392105437822152 -1.2414653989211761
"17 Meridian St,Boston, MA 02128,",0.7395314321645055 -1.2398386953351166
"62 Harrison Ave,Boston, MA 02111,",0.7391947790957468 -1.2402268033282178
"1175 Tremont St,Boston, MA 02120,",0.7389115235027882 -1.2407095474366856
"19 Arlington St,Boston, MA 02116,",0.7392120840352802 -1.2404018022563277
"25 Evans Way,Isabella Stewart Gardner Museum,Boston, MA 02115,",0.7389622008829492 -1.2408858492530819
"900 Beacon St,Boston, MA 02215,",0.7391136535741202 -1.2410054392134289
"383 Chestnut Hill Ave,Brighton, MA 02135,",0.7389197370222481 -1.241794652666571
"234 Berkeley St,Boston, MA 02116,",0.739197706885567 -1.2404446247821899
"87 L St,Boston, MA 02127,",0.7388964237867647 -1.239778057360915
"362 Washington St,Brighton, MA 02135,",0.7391539270466098 -1.241840649073678
"156 Cambridge St,Boston, MA 02114,",0.7393624485136627 -1.2402873941785304
"611 Dorchester Ave,South Boston, MA 02127,",0.7388009411867109 -1.2401555842954257
"672 E Broadway,South Boston, MA 02127,",0.7389206760093857 -1.2398163463940448
"141 S Market St,Boston, MA 02109,",0.7393416590242774 -1.2401159234335035
"60 School St,Boston, MA 02108,",0.7393029676927547 -1.2402109932631888
"44 Binney St,Boston, MA 02115,",0.7389535937917429 -1.2410326340611686
"Columbia Point,Boston, MA 02125,",0.7385256512764587 -1.2397399376247218
"75 Federal St,Boston, MA 02110,",0.7392582078514228 -1.2401485689444975
"279 Newbury St,Boston, MA 02116,",0.7391584919552685 -1.2406253553715632
"279A Newbury St,Boston, MA 02116,",0.7391563975601662 -1.2406328088001342
"80 Bennington St,Boston, MA 02128,",0.7396247139043721 -1.2397898680039627
"50 Maverick Sq,Boston, MA 02128,",0.7395221784288114 -1.239835390554178
"30 Charles St,Boston, MA 02114,",0.7392915602207637 -1.2403804385536188
"178 Salem St,Boston, MA 02113,",0.7394584040979435 -1.2401152139571625
"1047 Commonwealth Ave,Boston, MA 02215,",0.7392148713260956 -1.2412999574160504
"416 W  Broadway,Boston, MA 02127,",0.7389412167893524 -1.239988875681263
"177 Huntington Ave,Boston, MA 02115,",0.739082338876681 -1.2406040475193902
"1 Marina Park Dr,Boston, MA 02210,",0.739226567650078 -1.2399480402127543
"298 Washington St,Boston, MA 02135,",0.739152085724249 -1.2417973483276008
"560 Washington St,Boston, MA 02111,",0.7392325855453389 -1.240247994243331
"10 Summer St,Boston, MA 02110,",0.7392593780946861 -1.240206081906674
"368 Congress St,Boston, MA 02210,",0.7391735279667745 -1.239997319584184
"1375 Boylston St,Boston, MA 02215,",0.7390643558767329 -1.2409206947515983
"296 Hanover St,Boston, MA 02113,",0.739415871296737 -1.2401077867085306
"333 Massachusetts Ave,Boston, MA 02115,",0.7390372221155168 -1.2406364896995263
"129 Lake St,Brighton, MA 02135,",0.7390647023245893 -1.2419974154197566
"716 Columbus Ave,Boston, MA 02120,",0.7389540711392933 -1.2406466824223579
"39 Dalton St,Sheraton Boston Hotel,Boston, MA 02199,",0.7391071094620898 -1.240634257423413
"240A Newbury St,Boston, MA 02116,",0.7391614476703567 -1.2405944115565901
"24 Fenway,Boston, MA 02215,",0.7390987310090159 -1.2407334165595358
"380 Washington St,Brighton, MA 02135,",0.7391532489861955 -1.2418514971676438
"720 Atlantic Ave,Boston, MA 02111,",0.7391974415955206 -1.2401407594687592
"283 Old Colony Ave,Boston, MA 02127,",0.7388273864155371 -1.2400829515459395
"800 Boylston St,Prudential,Boston, MA 02199,",0.7391383267650692 -1.24055774795368
"1 Harborside Dr,Terminal C,Boston, MA 02128,",0.7394248867949882 -1.2395328312757141
"435 S Huntington Ave,Jamaica Plain, MA 02130,",0.7386433475545667 -1.2411136443910646
"346 Hanover St,Boston, MA 02113,",0.7394314387609999 -1.240092451373058
"339 Meridian St,Boston, MA 02128,",0.7396647561207361 -1.2398425062615384
"1728 Dorchester Ave,Dorchester Center, MA 02124,",0.7381404387845865 -1.2402547669934934
"6 Hancock St,Boston, MA 02125,",0.7385723685045468 -1.2403120844787936
"122 Bowdoin St,Boston, MA 02108,",0.7393259196450831 -1.240256579517922
"443 West Broadway,Boston, MA 02127,",0.7389283100795337 -1.239978888034619
"672 Truman Hwy,Hyde Park, MA 02136,",0.7374641594786883 -1.241226164895276
"304 Centre St,Jamaica Plain, MA 02130,",0.7386956149296763 -1.240964495534506
"82 Westland Ave,Boston, MA 02115,",0.739062808642351 -1.2407240406507942
"275 Tremont St,Boston, MA 02116,",0.7391691594076567 -1.2403014650229596
"559 Washington St,Dorchester, MA 02124,",0.7381605720301729 -1.2404144628747218
"131 Brighton Ave,Allston, MA 02134,",0.7392237655239638 -1.2414498070223032
"307 Hanover St,Boston, MA 02113,",0.7394140439370102 -1.2401057795798909
"86 Cottage St,Boston, MA 02128,",0.7394827942015755 -1.2397754271497317
"11 Beacon St,Boston, MA 02108,",0.7393163369148251 -1.240237830318432
"703 Centre St,Boston, MA 02130,",0.7384979965344609 -1.2411582680967148
"1234 Soldiers Field Rd,Boston, MA 02135,",0.7394095121896074 -1.2415406426832234
"16 Bennington St,Boston, MA 02128,",0.7396124931089497 -1.2398299433815827
"115 Water St,Boston, MA 02109,",0.7393116079452168 -1.2401144896455227
"30 Gloucester St,Boston, MA 02115,",0.7391606963061139 -1.2406346544858178
"285 Hanover St,Boston, MA 02113,",0.739408733772761 -1.2401111141787495
"62 Brookline Ave,Boston, MA 02215,",0.7391220555891392 -1.2408683095667639
"500 Boylston St,Boston, MA 02116,",0.7391769907000104 -1.2404599749529612
"75 State St Lbby D,Boston, MA 02109,",0.7393262905275492 -1.2401267575648351
"56 High St,Boston, MA 02110,",0.739250259622009 -1.2401172036325099
"65 Causeway St,Boston, MA 02114,",0.7394239704971308 -1.240254406583003
"1406 Hyde Park Ave,Hyde Park, MA 02136,",0.7374360814943468 -1.2413567146506603
"301 Adams St,Dorchester, MA 02122,",0.738284321110127 -1.2401753763291434
"160 Milk St,Boston, MA 02109,",0.7393231908227976 -1.2400796659636226
"145 Dartmouth St,Boston, MA 02116,",0.7391254415278881 -1.240473702840193
"491 Commonwealth Ave,Boston, MA 02215,",0.7391582004852832 -1.2408064358994515
"101 Arch St,Boston, MA 02108,",0.7392565934218644 -1.2401848700476095
"1502 Tremont St,Roxbury Crossing, MA 02120,",0.7388592674723189 -1.240893591533644
"110 Huntington Avenue,Boston, MA 02116,",0.739110669933764 -1.2405319235333812
"370 E Eagle St,Boston, MA 02128,",0.7397251558574951 -1.2396245861964637
"21 Beacon St,Boston, MA 02108,",0.7393119613743903 -1.2402483686164556
"775 Commonwealth Ave,BU Union Food Ct,Boston, MA 02215,",0.739185904969165 -1.241062026278437
"78 Arlington Ave,Charlestown, MA 02129,",0.7398197352496609 -1.240469021867139
"277 Main St,Charlestown, MA 02129,",0.7396494670364885 -1.2403256544137278
"417 Washington St,Boston, MA 02110,",0.739280433746782 -1.2402241347197915
"177 Allston St,Allston, MA 02134,",0.739131305834175 -1.2415738920781387
"1740 Dorchester Ave,Dorchester Center, MA 02124,",0.7381353459138291 -1.24025483418867
"429 Columbus Ave,Ste 1,Boston, MA 02116,",0.7390673691876865 -1.2405160139845843
"60 Long Wharf,Boston, MA 02110,",0.7393474369367662 -1.2400242343065793
"1456 Dorchester Ave,Dorchester, MA 02122,",0.7383142517614694 -1.2402052354219866
"699 Morrisey Blvd,Dorchester, MA 02122,",0.7382610523805393 -1.24003175754832
"3 Lansdowne St,Boston, MA 02215,",0.7391229038191557 -1.2408146118943326
"84 Beacon St,Boston, MA 02108,",0.7392744760653807 -1.2404035685295307
"1 S Market St,Quincy Market,Boston, MA 02109,",0.7393478985763535 -1.2401174357613003
"154 Harvard Ave,Boston, MA 02134,",0.7391999068730891 -1.2414572848854835
"30 Massachusetts Ave,Boston, MA 02115,",0.7391789044535352 -1.2407138069127253
"Harrison Ave And E Concord St,Boston, MA 02118,",0.7389345557402621 -1.240438327634249
"72 E Concord St,Boston, MA 02118,",0.7389428725781261 -1.2403535933004157
"100 E Newton St,Boston, MA 02118,",0.7390233074780553 -1.2404925733400654
"505 Massachusetts Ave,Boston, MA 02118,",0.738979976188716 -1.2405627032874045
"21 Drydock Ave,Boston, MA 02210,",0.739074769383715 -1.2396963078840804
"50 Forsyth St,Boston, MA 02115,",0.7389822782779994 -1.24073611483856
"280 Washington St,Boston, MA 02108,",0.7393008540990307 -1.2401755482440748
"1482A Tremont St,Boston, MA 02120,",0.7388545821359419 -1.2408740883519176
"275 Shawmut Ave,Boston, MA 02118,",0.7390480126136173 -1.2403705687166988
"224 Amory St,Jamaica Plain, MA 02130,",0.7385835682823568 -1.2409629046668929
"658 Centre St,Boston, MA 02130,",0.7385211430910007 -1.2411508932079607
"2360 Washington St,Boston, MA 02119,",0.7388114698854237 -1.2406366572511345
"49 Warren St,Roxbury, MA 02119,",0.7388059686076214 -1.2406185023362553
"450 Harrison Ave,Boston, MA 02111,",0.7390417381549566 -1.2402938222261655
"1202 Blue Hill Ave,Boston, MA 02126,",0.7380086088301955 -1.2407568519680672
"23 Tyler St,Boston, MA 02111,",0.7391834719801875 -1.2402225063275996
"331 Hanover St,Boston, MA 02113,",0.7394190591406157 -1.240100800155535
"60 Beach St,Boston, MA 02111,",0.7391947546611373 -1.240211104964261
"241 Market St,Brighton, MA 02135,",0.7392510982527147 -1.2417827032698472
"9 Tyler St,Boston, MA 02111,",0.7391859084598235 -1.240221950440233
"1202 Blue Hill Ave,Mattapan, MA 02126,",0.7380086088301955 -1.2407568519680672
"784 Adams St,Dorchester Center, MA 02124,",0.7380011798362344 -1.240133009334216
"532 Washington St,Boston, MA 02124,",0.738173224794585 -1.2404111991090205
"262 Harrison Ave,Boston, MA 02111,",0.7391273212474926 -1.2402540269738909
"79 River St,Mattapan, MA 02126,",0.7377982634940744 -1.2404516122078504
"90 Tyler St,Boston, MA 02111,",0.7391504259161304 -1.2402303891071662
"380 Chelsea St,Boston, MA 02128,",0.7396826352735932 -1.2396505706583671
"525 Washington St,Brighton, MA 02135,",0.7391557107731053 -1.2420029393868395
"83 Newmarket Sq,Roxbury, MA 02118,",0.7388073273464442 -1.2403324280365549
"73 Essex St,Boston, MA 02111,",0.7392137691506732 -1.240214250047573
"1924 Beacon St,Brighton, MA 02135,",0.7389339021144572 -1.2417708891361403
"51 Boston Wharf Rd,Boston, MA 02210,",0.7391893493764438 -1.2399609879378102
"8 Park Plz,Theatre District,Boston, MA 02116,",0.7391993710570087 -1.2403245077324097
"553 Boylston St,Boston, MA 02116,",0.7391810939690818 -1.2404875677357707
"101 Summer St,Boston, MA 02110,",0.7392339608647894 -1.2401737767348844
"283 Washington St,Boston, MA 02108,",0.7393014902715428 -1.2401783992394078
"148 Brookline Ave,Boston, MA 02215,",0.7390778263279 -1.2409210665067285
"1761 Centre St,West Roxbury, MA 02132,",0.7380793880400163 -1.2417906026300416
"1245 Adams St,Dorchester Center, MA 02124,",0.7377928896253074 -1.2403550832829102
"199 Bowdoin St,Dorchester, MA 02122,",0.7383866829254271 -1.2403524303824478
"334 Massachusetts Ave,Boston, MA 02115,",0.7390409038875739 -1.2406317458946192
"350 Longwood Ave,Longwood Galleria Food Court,Boston, MA 02115,",0.7389702843753798 -1.2410251116920925
"5 North Square,Boston, MA 02113,",0.7394145570638103 -1.2400943223660161
"734 Dudley St,Dorchester, MA 02125,",0.7386112614215982 -1.240330458432494
"500 Harrison Ave,Boston, MA 02118,",0.7390336956777632 -1.2403104333973212
"1310 Boylston St,Boston, MA 02215,",0.7390720571420575 -1.2408721798343803
"221 Longwood Ave,Boston, MA 02115,",0.7389453043504606 -1.2409442505878474
"142 Berkeley St,Boston, MA 02116,",0.739151194733666 -1.2404166986414935
"65 Exeter St,Boston, MA 02116,",0.7391550047874231 -1.2405485251052262
"66 Boylston St,Jamaica Plain, MA 02130,",0.7385976749060361 -1.241015814323167
"672 Centre St,Jamaica Plain, MA 02130,",0.7385134889495661 -1.2411514089527549
"1 CIty Hall Plz,Boston, MA 02108,",0.7393376150964006 -1.240167616595289
"8 - 10 Park Plz,Boston, MA 02116,",0.7391942162270629 -1.2403247320072184
"10 Boston Wharf Rd,Boston, MA 02210,",0.7391715217107994 -1.2399814807212224
"80 Beverly St,Boston, MA 02114,",0.7394218289781387 -1.24018787899524
"1960 Beacon St,Brighton, MA 02135,",0.7389321358412543 -1.2417862000370035
"21 Merchants Row,Boston, MA 02109,",0.739335028518449 -1.2401290683807649
"74 Kneeland St,Boston, MA 02111,",0.7391786487627998 -1.2402153592043128
"160 Federal St,Boston, MA 02110,",0.739243115116716 -1.2401392349236577
"27 School St,Boston, MA 02108,",0.739304686842068 -1.2401925913842204
"227 Hanover St,Boston, MA 02113,",0.7393970086508461 -1.2401225844825936
"100 City Hall Plz,Boston, MA 02108,",0.7393526371452726 -1.240168113141461
"329 Columbus Ave,Boston, MA 02116,",0.7391046974170635 -1.2404693438803862
"1638 Washington St,Boston, MA 02118,",0.7389604991869284 -1.2404656725803047
"45 Francis St,Boston, MA 02115,",0.7389089526328001 -1.241000622977358
"50 Queensberry St,Boston, MA 02215,",0.7390413454558746 -1.240858404823259
"1844 Centre St,West Roxbury, MA 02132,",0.7380601841822563 -1.2418512083156525
"138 Portland St,Boston, MA 02114,",0.7394106946501756 -1.240229199665281
"77 Fulton St,Boston, MA 02109,",0.7393793659901026 -1.2400922332069013
"329 Huntington Ave,Boston, MA 02115,",0.7390105971177776 -1.240699167963624
"8 Seafood Way,Boston, MA 02210,",0.7391484022068627 -1.239699074230945
"253 Shawmut Ave,Boston, MA 02118,",0.7390548385963219 -1.2403587423656877
"40 West 3rd St,Boston, MA 02127,",0.7390384674079381 -1.2400979526508602
"172 Brighton Ave,Allston, MA 02134,",0.7392229548185263 -1.2414819751857469
"87 Prince St,Boston, MA 02113,",0.7394427406405714 -1.2401370427901173
"Fax 502 Maschsts Ave,Boston, MA 02108,",0.7389843054779257 -1.240557391377826
"421 Marlborough St,Boston, MA 02115,",0.7391718777579667 -1.240719904220467
"51 Massachusetts Ave,Boston, MA 02115,",0.7391656207525983 -1.240716396981335
"500 Rutherford Ave,Charlestown, MA 02129,",0.7397081563505806 -1.2404263721288726
"2030 Centre St,West Roxbury, MA 02132,",0.737962277319872 -1.2419173336050229
"396 Market St,Brighton, MA 02135,",0.7391692885620211 -1.2418289571130188
"2 Seaport Ln,Boston, MA 02210,",0.7391537088804534 -1.2398750400714602
"1 Harborside Dr,Boston, MA 02128,",0.7394248867949882 -1.2395328312757141
"1 Harborside Dr,Boston Logan International Airport, Terminal B,Boston, MA 02128,",0.7393880193325335 -1.2394919778252265
"125 High St,Boston, MA 02110,",0.7392600395744727 -1.240083157494791
"14 Milk St,Boston, MA 02108,",0.7392889579348491 -1.2401719834090774
"2 S Station,Ste 182,Boston, MA 02110,",0.7391992977531802 -1.240133735391185
"500 Rutherford Ave,Boston, MA 02129,",0.7397081563505806 -1.2404263721288726
"723 Centre St,Jamaica Plain, MA 02130,",0.7384938243248839 -1.2411608564199954
"838 Blue Hill Ave,Dorchester Center, MA 02124,",0.7382293545833293 -1.2406842567431597
"3 Pemberton Square,Fl 2,Suffolk County Court House,Boston, MA 02108,",0.739342476711032 -1.2402268024555534
"499B Washington St,Boston, MA 02111,",0.739250556327982 -1.240234859768045
"401 Park Dr,Boston, MA 02215,",0.7390791723207314 -1.2409464048528311
"145 Shirley St,Roxbury, MA 02119,",0.7387477784576953 -1.2403439280109962
"75 Kneeland St,Boston, MA 02111,",0.7391757227183088 -1.2402170984249123
"2201 Commonwealth Ave,Brighton, MA 02135,",0.7389996067794778 -1.2420679773360856
"100 Legends Way,Boston Garden,Boston, MA 02114,",0.739454354061414 -1.2402444355169862
"714 Commonwealth Ave,Boston, MA 02215,",0.7391646547128574 -1.2410043501279755
"1514 Tremont St,Boston, MA 02120,",0.73886137670272 -1.2408987795248454
"998 Blue Hill Ave,Dorchester Center, MA 02124,",0.738122244599799 -1.2407194364722274
"344 Warren St,Roxbury, MA 02119,",0.7386294093551604 -1.2405762356977599
"78 Salem St,Boston, MA 02113,",0.7394094973543087 -1.2401352704082618
"107 State St,Boston, MA 02109,",0.7393290847996815 -1.2401198879488993
"20 Linden St,Allston, MA 02134,",0.7392647222928558 -1.2414393655900533
"24 Orleans St,Boston, MA 02128,",0.7394728126635833 -1.2398357256573944
"5 McBride St,Jamaica Plain, MA 02130,",0.7384002659503307 -1.24115882747474
